At1,At2,Class
-0.724,-0.973,b'-1.0'
-1.67,0.672,b'-1.0'
-0.0939,1.68,b'-1.0'
0.097,-0.593,b'1.0'
-1.8,-1.71,b'1.0'
-1.49,0.415,b'-1.0'
-0.722,1.19,b'-1.0'
0.407,-0.94,b'-1.0'
0.463,-1.28,b'-1.0'
0.185,0.261,b'1.0'
1.97,1.41,b'1.0'
-0.246,-0.739,b'-1.0'
-0.889,-0.417,b'1.0'
1.19,0.554,b'-1.0'
-1.8,0.676,b'-1.0'
0.291,1.34,b'-1.0'
-0.267,-0.896,b'-1.0'
-0.59,-0.328,b'1.0'
0.0885,-1.22,b'-1.0'
-1.42,0.624,b'-1.0'
0.66,0.835,b'-1.0'
2.43,1.31,b'1.0'
0.217,-0.961,b'-1.0'
-0.877,0.263,b'1.0'
-0.899,0.0621,b'1.0'
-0.141,-0.797,b'-1.0'
-0.784,1.81,b'-1.0'
0.104,-1.04,b'-1.0'
-0.973,-0.126,b'1.0'
-0.278,-1.09,b'-1.0'
-0.914,-0.522,b'1.0'
0.238,1.74,b'-1.0'
-1.84,0.0932,b'-1.0'
1.64,1.53,b'1.0'
-0.19,-1.42,b'-1.0'
-0.508,-1.7,b'-1.0'
0.187,-1.02,b'-1.0'
0.16,0.189,b'1.0'
-1.71,-0.319,b'1.0'
0.793,0.836,b'-1.0'
0.383,-0.824,b'1.0'
-0.0697,1.56,b'-1.0'
-1.64,-1.05,b'1.0'
-0.739,-0.066,b'1.0'
1.22,-1.46,b'1.0'
1.48,1.01,b'1.0'
-0.876,0.232,b'1.0'
1.75,0.016,b'-1.0'
-0.048,-1.06,b'-1.0'
0.316,-0.601,b'1.0'
-1.87,-1.0,b'1.0'
-0.769,-1.46,b'-1.0'
-1.53,0.656,b'-1.0'
1.29,0.337,b'-1.0'
0.403,0.0297,b'1.0'
-1.31,-1.11,b'1.0'
1.31,-1.81,b'1.0'
0.617,-0.585,b'1.0'
0.713,0.948,b'-1.0'
0.994,0.0734,b'-1.0'
-0.345,0.376,b'1.0'
-0.84,-1.16,b'-1.0'
0.515,2.21,b'-1.0'
1.37,-0.8,b'1.0'
-0.197,0.544,b'1.0'
0.913,-0.374,b'1.0'
1.18,-0.277,b'-1.0'
0.834,-0.177,b'1.0'
-0.874,0.719,b'1.0'
1.09,-0.384,b'1.0'
-0.972,-1.08,b'1.0'
-0.85,0.963,b'-1.0'
1.21,0.306,b'-1.0'
0.933,0.716,b'-1.0'
1.66,0.243,b'-1.0'
1.75,1.33,b'1.0'
1.58,0.206,b'-1.0'
0.415,0.986,b'-1.0'
0.0128,1.29,b'-1.0'
-1.45,-0.0461,b'1.0'
0.928,-0.102,b'1.0'
0.834,0.925,b'-1.0'
0.824,-0.673,b'1.0'
-0.0275,-0.582,b'1.0'
1.19,-1.67,b'1.0'
1.34,0.32,b'-1.0'
-0.0839,1.0,b'1.0'
2.42,1.5,b'1.0'
0.39,1.27,b'-1.0'
-0.341,0.0621,b'1.0'
0.265,-1.06,b'-1.0'
-1.78,-0.572,b'1.0'
0.2,-0.609,b'1.0'
-1.51,0.348,b'1.0'
0.0311,-0.978,b'-1.0'
0.586,0.402,b'-1.0'
-0.0264,-0.952,b'-1.0'
-1.19,1.23,b'-1.0'
-1.19,-1.32,b'-1.0'
-0.534,1.15,b'-1.0'
0.418,0.616,b'1.0'
0.0194,-1.13,b'-1.0'
0.83,-0.939,b'1.0'
-1.37,-0.213,b'1.0'
-0.652,-1.54,b'-1.0'
-0.453,-0.0737,b'1.0'
-0.835,0.671,b'-1.0'
-3.09,-0.832,b'-1.0'
-0.598,-1.38,b'-1.0'
-0.0215,0.704,b'1.0'
-0.00124,-0.938,b'1.0'
-0.145,0.471,b'1.0'
0.633,0.901,b'-1.0'
-0.77,0.637,b'-1.0'
-0.756,-0.943,b'-1.0'
-1.02,0.968,b'-1.0'
-0.637,0.942,b'1.0'
-0.0254,-0.79,b'1.0'
-0.494,-1.22,b'-1.0'
1.09,-0.643,b'1.0'
0.366,0.164,b'1.0'
0.595,0.677,b'-1.0'
-0.132,1.68,b'1.0'
1.32,0.376,b'-1.0'
1.09,0.614,b'-1.0'
-0.26,1.36,b'-1.0'
-0.467,-0.945,b'-1.0'
-1.6,-0.0414,b'1.0'
1.23,-2.2,b'1.0'
1.93,1.41,b'1.0'
1.87,1.13,b'1.0'
0.785,-0.601,b'1.0'
1.8,0.757,b'-1.0'
-0.369,-1.14,b'-1.0'
-0.376,1.33,b'-1.0'
-1.43,0.245,b'-1.0'
-0.96,1.34,b'-1.0'
1.22,0.423,b'-1.0'
0.0951,-1.39,b'-1.0'
0.439,-1.09,b'-1.0'
0.886,-0.292,b'1.0'
1.22,0.834,b'-1.0'
1.12,-1.72,b'1.0'
-1.3,1.16,b'-1.0'
0.675,0.667,b'-1.0'
0.456,0.278,b'1.0'
-0.815,1.18,b'-1.0'
1.72,-0.259,b'-1.0'
-0.497,-1.29,b'-1.0'
-1.17,0.564,b'1.0'
0.0786,1.63,b'-1.0'
-0.64,-0.939,b'-1.0'
0.264,-0.605,b'1.0'
-0.222,0.156,b'1.0'
0.000725,-0.0366,b'1.0'
1.1,1.38,b'1.0'
-0.865,-1.1,b'-1.0'
1.32,-1.48,b'1.0'
-1.51,0.481,b'-1.0'
0.518,1.7,b'-1.0'
-0.845,-0.00258,b'1.0'
0.00273,-0.973,b'-1.0'
0.635,0.559,b'1.0'
1.27,-0.685,b'-1.0'
1.03,0.28,b'-1.0'
-0.964,0.108,b'1.0'
-0.132,-1.37,b'-1.0'
-0.186,-0.0925,b'1.0'
0.0585,-0.378,b'1.0'
-0.0876,0.255,b'1.0'
-0.56,-1.12,b'-1.0'
1.47,-2.05,b'1.0'
0.113,0.462,b'1.0'
-0.0189,-1.28,b'-1.0'
0.378,0.987,b'-1.0'
-1.32,0.516,b'1.0'
-1.07,-0.306,b'1.0'
1.49,-0.886,b'-1.0'
-0.138,-1.37,b'-1.0'
-1.7,-1.16,b'1.0'
0.598,0.133,b'1.0'
1.74,0.577,b'-1.0'
1.71,0.569,b'-1.0'
-0.973,0.107,b'1.0'
-1.48,-0.297,b'1.0'
1.19,0.812,b'-1.0'
-0.607,-0.894,b'-1.0'
-1.02,-1.29,b'-1.0'
-1.31,-0.627,b'1.0'
-1.02,0.521,b'1.0'
0.752,1.58,b'-1.0'
-0.0666,0.0656,b'1.0'
0.615,0.375,b'-1.0'
-0.142,1.65,b'-1.0'
0.335,1.95,b'-1.0'
1.22,0.247,b'-1.0'
-0.245,-1.18,b'-1.0'
0.409,-1.51,b'-1.0'
-1.3,-1.08,b'1.0'
0.505,1.45,b'-1.0'
-1.19,-0.976,b'-1.0'
0.388,0.484,b'1.0'
1.06,-0.453,b'1.0'
-0.911,-0.908,b'-1.0'
1.11,0.428,b'-1.0'
0.903,-0.339,b'1.0'
-0.815,0.334,b'1.0'
1.35,-0.387,b'1.0'
0.185,0.617,b'-1.0'
-1.96,-0.942,b'1.0'
-1.08,-0.952,b'-1.0'
-1.67,-0.266,b'1.0'
-0.856,-0.235,b'1.0'
-0.918,1.44,b'-1.0'
1.24,1.45,b'1.0'
1.41,-0.447,b'-1.0'
0.177,0.731,b'1.0'
0.0886,-0.844,b'-1.0'
0.604,0.555,b'-1.0'
-0.394,-0.253,b'1.0'
0.319,1.61,b'1.0'
-0.808,-1.5,b'-1.0'
-0.44,0.298,b'1.0'
-0.634,1.08,b'-1.0'
0.0116,-1.09,b'-1.0'
-0.651,-0.103,b'1.0'
0.0605,2.06,b'1.0'
-1.04,0.937,b'-1.0'
2.62,1.12,b'1.0'
-0.499,-0.241,b'1.0'
-1.46,-0.108,b'1.0'
1.01,0.677,b'-1.0'
0.627,0.234,b'-1.0'
-0.436,1.45,b'-1.0'
0.0165,-0.639,b'1.0'
1.42,-0.656,b'-1.0'
-1.23,-1.3,b'1.0'
1.35,-0.177,b'-1.0'
1.77,1.59,b'1.0'
-1.79,-0.0728,b'1.0'
-0.26,-1.23,b'-1.0'
-0.259,1.52,b'-1.0'
1.27,-0.747,b'-1.0'
-2.07,-0.521,b'1.0'
0.477,1.83,b'-1.0'
-0.195,1.31,b'-1.0'
1.22,1.04,b'-1.0'
-1.44,0.0919,b'1.0'
-0.784,-0.00647,b'1.0'
-1.55,0.121,b'1.0'
-0.236,1.44,b'-1.0'
1.24,-0.687,b'1.0'
-2.84,-0.177,b'-1.0'
-0.767,-1.3,b'-1.0'
1.14,0.376,b'-1.0'
1.05,-0.723,b'1.0'
0.814,0.817,b'-1.0'
-1.26,-0.119,b'1.0'
1.41,1.63,b'1.0'
0.933,-1.24,b'1.0'
-1.14,0.0337,b'1.0'
0.85,0.726,b'-1.0'
0.624,0.621,b'-1.0'
1.59,-0.0963,b'-1.0'
-1.8,-1.25,b'1.0'
0.00356,1.87,b'-1.0'
0.178,-1.24,b'-1.0'
1.18,0.334,b'-1.0'
0.91,0.864,b'-1.0'
0.145,-0.415,b'1.0'
1.26,-0.553,b'1.0'
-0.187,-0.267,b'1.0'
0.769,0.855,b'-1.0'
-1.31,-1.16,b'1.0'
1.08,0.148,b'1.0'
-1.25,0.857,b'-1.0'
-0.0656,1.24,b'-1.0'
-1.82,-0.705,b'1.0'
1.53,-1.81,b'1.0'
-0.177,-1.12,b'-1.0'
-1.03,-0.357,b'1.0'
-1.68,0.398,b'-1.0'
0.389,-0.804,b'1.0'
0.272,-1.12,b'-1.0'
0.846,1.87,b'-1.0'
-0.0686,1.72,b'-1.0'
-0.102,-1.31,b'-1.0'
0.168,1.97,b'1.0'
0.538,-1.25,b'-1.0'
0.677,0.108,b'1.0'
1.23,-0.146,b'1.0'
0.73,-0.99,b'1.0'
1.7,-0.0336,b'-1.0'
-0.968,0.348,b'1.0'
2.51,0.901,b'1.0'
0.643,-0.403,b'1.0'
-0.877,-1.08,b'-1.0'
-0.975,-0.273,b'1.0'
0.321,0.393,b'1.0'
-1.24,-0.0104,b'1.0'
-0.509,-0.824,b'-1.0'
0.0817,0.418,b'1.0'
1.95,0.902,b'1.0'
1.68,-0.32,b'-1.0'
-0.67,-0.55,b'1.0'
-0.33,0.301,b'1.0'
-0.736,0.683,b'1.0'
0.235,-1.06,b'-1.0'
-0.59,-1.23,b'-1.0'
1.08,0.72,b'-1.0'
0.527,-1.13,b'-1.0'
0.71,1.7,b'1.0'
0.0243,-0.719,b'-1.0'
0.207,0.65,b'1.0'
1.57,0.483,b'-1.0'
1.02,-0.351,b'1.0'
-0.21,0.171,b'1.0'
0.88,-0.241,b'-1.0'
-1.08,-0.868,b'1.0'
-1.52,0.246,b'1.0'
-0.834,-1.19,b'-1.0'
1.29,0.23,b'-1.0'
1.02,0.976,b'-1.0'
-0.241,0.774,b'1.0'
-0.451,1.7,b'-1.0'
-0.506,-1.2,b'-1.0'
1.35,0.657,b'-1.0'
-1.93,-0.315,b'1.0'
1.21,-0.774,b'1.0'
0.82,1.83,b'-1.0'
-2.05,-1.93,b'1.0'
1.3,0.739,b'-1.0'
0.832,1.33,b'-1.0'
-0.959,0.41,b'1.0'
0.432,0.749,b'-1.0'
2.12,0.978,b'1.0'
1.54,-0.193,b'-1.0'
-0.0454,1.75,b'-1.0'
-1.86,-1.3,b'1.0'
0.464,-0.792,b'1.0'
-0.539,-1.39,b'-1.0'
1.21,-0.873,b'1.0'
1.56,-0.177,b'-1.0'
0.292,-0.159,b'1.0'
0.445,-1.38,b'-1.0'
2.68,1.17,b'1.0'
-0.463,0.0231,b'1.0'
-0.951,1.39,b'-1.0'
0.572,-0.812,b'1.0'
-0.114,-0.147,b'1.0'
0.477,-1.24,b'-1.0'
-0.254,-1.27,b'-1.0'
-0.449,1.04,b'-1.0'
-0.311,-1.07,b'-1.0'
0.566,-0.977,b'1.0'
1.47,0.486,b'-1.0'
1.37,1.45,b'1.0'
-0.543,7.62e-05,b'1.0'
-1.4,0.261,b'1.0'
-1.53,-0.466,b'1.0'
0.26,-0.54,b'1.0'
1.96,1.28,b'1.0'
-0.707,-1.43,b'-1.0'
-2.1,-0.604,b'1.0'
0.721,0.731,b'-1.0'
-0.234,-0.974,b'-1.0'
1.26,0.462,b'-1.0'
-0.527,0.887,b'-1.0'
1.03,0.805,b'-1.0'
0.276,-0.218,b'1.0'
-1.07,-0.039,b'1.0'
1.35,-1.51,b'1.0'
0.507,1.02,b'-1.0'
0.306,-1.13,b'-1.0'
-1.21,-0.392,b'1.0'
-0.793,0.905,b'1.0'
0.204,-1.29,b'-1.0'
1.39,-0.631,b'1.0'
-0.218,-1.63,b'-1.0'
-1.34,0.626,b'-1.0'
-0.35,2.07,b'-1.0'
0.021,-0.905,b'-1.0'
-0.614,-1.22,b'-1.0'
0.753,0.781,b'-1.0'
1.23,0.0999,b'1.0'
0.445,0.0484,b'1.0'
-0.959,1.07,b'-1.0'
-0.204,-0.181,b'1.0'
-2.18,-1.88,b'1.0'
-0.474,0.264,b'1.0'
0.904,1.15,b'-1.0'
-0.876,0.92,b'-1.0'
1.1,-0.313,b'1.0'
1.26,-1.03,b'1.0'
0.961,-1.33,b'1.0'
-0.224,-1.02,b'-1.0'
-0.558,-1.73,b'-1.0'
-0.18,-0.639,b'-1.0'
0.326,0.00626,b'1.0'
0.279,0.149,b'1.0'
-1.43,0.0281,b'1.0'
0.449,-0.0489,b'1.0'
0.465,0.842,b'-1.0'
-0.49,1.25,b'-1.0'
0.368,-0.856,b'-1.0'
-0.0242,-1.28,b'-1.0'
0.42,2.1,b'-1.0'
-1.09,-0.463,b'1.0'
-0.391,-0.547,b'1.0'
0.703,-0.583,b'1.0'
-1.3,0.469,b'-1.0'
-1.44,-0.505,b'1.0'
1.01,0.865,b'-1.0'
1.55,-0.649,b'-1.0'
0.447,-1.18,b'-1.0'
-0.0433,0.605,b'1.0'
-1.56,-0.329,b'1.0'
-1.37,0.808,b'-1.0'
-0.448,-0.354,b'1.0'
1.53,0.368,b'-1.0'
-0.672,1.35,b'-1.0'
0.883,0.598,b'-1.0'
0.491,0.194,b'1.0'
-0.11,-1.21,b'-1.0'
-0.436,1.86,b'-1.0'
0.924,0.701,b'-1.0'
1.24,0.908,b'-1.0'
-0.058,-0.904,b'-1.0'
0.195,-1.27,b'-1.0'
2.0,1.28,b'1.0'
0.562,0.172,b'1.0'
0.278,0.383,b'1.0'
-0.711,0.465,b'1.0'
-0.605,-1.52,b'-1.0'
1.39,0.155,b'-1.0'
0.38,-1.35,b'-1.0'
-1.07,-0.709,b'1.0'
-0.958,0.812,b'-1.0'
-0.296,0.538,b'1.0'
0.952,0.836,b'-1.0'
0.917,0.231,b'-1.0'
-1.72,0.142,b'1.0'
-1.52,-0.368,b'1.0'
-1.53,0.257,b'-1.0'
1.38,-0.645,b'1.0'
0.102,-1.36,b'-1.0'
1.45,-1.25,b'1.0'
-1.12,0.589,b'1.0'
0.613,-0.0651,b'1.0'
2.44,-0.448,b'-1.0'
1.33,-1.71,b'1.0'
0.289,1.01,b'-1.0'
-1.05,0.219,b'1.0'
-0.405,-1.09,b'-1.0'
0.819,0.546,b'-1.0'
1.58,-0.468,b'-1.0'
1.07,1.53,b'-1.0'
0.434,0.295,b'1.0'
-0.385,-0.734,b'1.0'
0.85,-0.829,b'1.0'
-0.901,-1.68,b'-1.0'
-0.0677,1.74,b'-1.0'
0.244,1.84,b'1.0'
-1.84,-0.958,b'1.0'
1.21,0.00827,b'-1.0'
-1.13,-1.06,b'-1.0'
0.0114,1.66,b'-1.0'
1.89,-0.633,b'-1.0'
0.367,-0.451,b'1.0'
0.344,0.908,b'-1.0'
-0.416,0.246,b'1.0'
-0.716,-1.19,b'-1.0'
-1.07,-0.552,b'1.0'
-1.94,0.832,b'-1.0'
0.21,2.18,b'-1.0'
-0.932,-1.15,b'-1.0'
0.23,-1.15,b'-1.0'
1.55,1.1,b'1.0'
0.497,1.27,b'-1.0'
-0.599,1.44,b'-1.0'
0.928,1.45,b'1.0'
1.38,1.25,b'1.0'
-0.866,-0.197,b'1.0'
-0.817,-0.783,b'-1.0'
0.221,0.147,b'1.0'
-0.314,-0.919,b'-1.0'
0.802,0.852,b'-1.0'
1.25,-1.38,b'1.0'
0.991,-1.1,b'1.0'
-0.927,-0.595,b'1.0'
0.517,1.71,b'-1.0'
0.952,-0.782,b'1.0'
-0.215,-0.217,b'1.0'
-0.207,-1.37,b'-1.0'
-0.223,1.65,b'1.0'
-0.882,-0.726,b'-1.0'
-0.747,-0.509,b'1.0'
1.27,-0.519,b'-1.0'
0.009,0.928,b'1.0'
-1.17,0.586,b'-1.0'
0.521,0.56,b'1.0'
-1.01,0.768,b'-1.0'
0.605,0.378,b'1.0'
-0.582,-0.587,b'1.0'
0.125,-1.24,b'-1.0'
-0.471,-0.919,b'-1.0'
1.4,0.541,b'-1.0'
1.49,-1.53,b'1.0'
0.459,1.69,b'1.0'
0.183,-1.16,b'-1.0'
-0.104,0.48,b'1.0'
-0.0541,-1.31,b'-1.0'
0.728,0.752,b'-1.0'
-1.13,0.654,b'-1.0'
-0.265,1.71,b'-1.0'
-1.96,-0.442,b'1.0'
0.675,0.886,b'-1.0'
-1.76,-1.33,b'1.0'
-1.92,-1.17,b'1.0'
-1.42,-1.4,b'-1.0'
-0.39,-1.01,b'-1.0'
-0.634,1.21,b'-1.0'
-0.218,-1.05,b'-1.0'
0.332,-0.527,b'1.0'
0.171,-0.502,b'1.0'
-2.13,-1.85,b'1.0'
0.0273,-0.683,b'-1.0'
-0.0897,-0.115,b'1.0'
0.603,1.8,b'1.0'
-0.0232,-1.24,b'-1.0'
-1.48,0.944,b'-1.0'
-0.0127,-1.12,b'-1.0'
-0.587,1.01,b'-1.0'
0.163,-1.13,b'-1.0'
0.93,0.65,b'-1.0'
1.5,-0.0608,b'-1.0'
-0.0911,-0.0844,b'1.0'
1.64,-0.308,b'-1.0'
0.404,-1.1,b'-1.0'
1.37,1.24,b'1.0'
-1.22,-0.107,b'1.0'
-0.642,-1.35,b'-1.0'
-0.181,-1.1,b'-1.0'
-0.218,-0.882,b'-1.0'
-0.683,0.139,b'1.0'
-0.305,1.18,b'-1.0'
-1.19,0.814,b'-1.0'
-0.758,0.794,b'-1.0'
0.811,1.07,b'-1.0'
1.45,-1.03,b'1.0'
-0.169,-0.601,b'1.0'
0.462,1.89,b'-1.0'
-1.89,-1.16,b'1.0'
-0.0199,-1.32,b'-1.0'
-0.396,-1.45,b'-1.0'
-1.08,0.89,b'-1.0'
0.624,-0.285,b'1.0'
-0.177,1.51,b'-1.0'
-0.437,-0.789,b'-1.0'
1.22,1.48,b'1.0'
-0.961,0.755,b'-1.0'
-1.64,0.572,b'-1.0'
1.34,0.274,b'-1.0'
1.16,-0.254,b'-1.0'
-0.38,-1.34,b'-1.0'
0.918,1.72,b'1.0'
-1.14,-0.927,b'1.0'
-0.516,1.46,b'-1.0'
0.188,1.59,b'1.0'
-1.51,-0.27,b'1.0'
1.21,0.151,b'-1.0'
1.05,-1.11,b'1.0'
0.385,-1.07,b'1.0'
-0.139,-0.363,b'1.0'
0.953,-1.3,b'1.0'
0.725,1.33,b'-1.0'
0.0966,-1.06,b'-1.0'
-0.347,-1.15,b'-1.0'
-0.0605,1.65,b'-1.0'
-1.88,-1.26,b'1.0'
0.484,-0.427,b'1.0'
-0.618,-0.506,b'1.0'
-0.121,-1.05,b'-1.0'
-0.169,-0.135,b'1.0'
-1.28,-0.542,b'1.0'
1.62,-0.131,b'-1.0'
-0.446,-1.53,b'-1.0'
1.16,-0.357,b'1.0'
0.298,-0.878,b'-1.0'
-1.46,1.11,b'-1.0'
-0.764,0.218,b'1.0'
0.901,-0.952,b'1.0'
0.955,0.142,b'1.0'
-1.12,-1.17,b'-1.0'
-0.0845,1.15,b'-1.0'
-0.844,0.371,b'1.0'
-1.43,0.0911,b'1.0'
-0.978,-1.05,b'1.0'
-0.899,-1.38,b'-1.0'
0.942,1.83,b'1.0'
1.35,0.677,b'-1.0'
-0.678,1.6,b'-1.0'
-0.145,1.65,b'-1.0'
1.35,-0.518,b'-1.0'
-1.54,-0.598,b'1.0'
1.12,1.14,b'-1.0'
-0.715,-1.49,b'-1.0'
-1.0,-0.885,b'-1.0'
-0.357,1.51,b'-1.0'
-0.859,1.26,b'-1.0'
0.8,1.56,b'-1.0'
-1.53,0.795,b'-1.0'
0.707,-0.778,b'1.0'
-1.62,0.213,b'-1.0'
-0.836,-1.36,b'-1.0'
-1.84,-0.284,b'1.0'
-0.685,0.727,b'1.0'
0.875,-1.47,b'1.0'
-0.079,0.227,b'1.0'
0.731,1.74,b'1.0'
-1.15,-0.659,b'1.0'
-1.6,0.788,b'-1.0'
-0.114,0.846,b'1.0'
-1.14,1.08,b'-1.0'
0.143,0.845,b'-1.0'
0.678,0.961,b'-1.0'
-0.397,0.563,b'1.0'
-0.872,0.663,b'-1.0'
-0.262,1.71,b'1.0'
-1.2,-1.4,b'-1.0'
1.08,0.088,b'-1.0'
0.523,-1.38,b'-1.0'
1.23,-0.0874,b'-1.0'
1.13,-1.75,b'1.0'
-0.466,-0.851,b'-1.0'
-0.336,0.182,b'1.0'
1.04,0.0909,b'1.0'
0.553,-0.172,b'1.0'
0.134,-1.06,b'-1.0'
-0.882,-0.608,b'1.0'
1.24,0.441,b'-1.0'
-0.714,-1.65,b'-1.0'
0.547,1.15,b'-1.0'
-1.47,0.96,b'-1.0'
0.437,2.35,b'-1.0'
-0.539,0.292,b'1.0'
0.543,0.913,b'-1.0'
-1.34,-1.05,b'1.0'
-0.326,0.0769,b'1.0'
0.843,0.634,b'-1.0'
0.452,-0.204,b'1.0'
0.974,0.877,b'-1.0'
1.97,0.041,b'-1.0'
0.554,-0.454,b'1.0'
-1.29,-0.264,b'1.0'
-1.18,-0.898,b'1.0'
1.08,1.37,b'1.0'
-1.04,-1.07,b'-1.0'
-0.325,0.969,b'1.0'
0.72,0.677,b'-1.0'
0.803,0.349,b'-1.0'
-1.58,-0.798,b'1.0'
1.3,-0.346,b'-1.0'
0.332,-0.69,b'1.0'
-0.0128,-1.27,b'-1.0'
-1.83,0.379,b'-1.0'
-1.21,1.0,b'-1.0'
-0.76,-1.26,b'-1.0'
-0.665,1.61,b'-1.0'
1.12,-0.447,b'1.0'
-0.23,2.0,b'1.0'
-0.176,-0.207,b'1.0'
-1.75,-1.92,b'1.0'
-0.599,1.25,b'-1.0'
0.101,0.881,b'1.0'
-0.298,-1.16,b'-1.0'
1.01,0.257,b'-1.0'
-0.479,0.91,b'-1.0'
-0.428,-0.509,b'1.0'
-1.74,0.367,b'-1.0'
0.637,1.25,b'-1.0'
0.00879,1.47,b'-1.0'
-0.302,-0.116,b'1.0'
0.157,0.956,b'-1.0'
-0.617,1.61,b'-1.0'
0.934,0.32,b'-1.0'
-0.226,-1.45,b'-1.0'
-0.667,-0.895,b'-1.0'
-0.0337,-1.36,b'-1.0'
-0.0411,0.32,b'1.0'
-1.78,-0.607,b'1.0'
-0.495,1.31,b'-1.0'
-0.823,0.729,b'-1.0'
0.916,-0.0255,b'1.0'
1.7,0.0023,b'-1.0'
-0.563,1.29,b'-1.0'
-0.995,-0.507,b'1.0'
-1.39,-0.943,b'1.0'
-1.75,-1.63,b'1.0'
0.742,0.744,b'-1.0'
-0.435,-1.53,b'-1.0'
2.27,0.284,b'-1.0'
0.175,-0.887,b'-1.0'
1.17,1.37,b'-1.0'
-1.75,-1.27,b'1.0'
-1.33,0.878,b'-1.0'
-0.238,1.74,b'1.0'
0.99,1.02,b'-1.0'
-1.9,0.856,b'-1.0'
-1.64,-1.16,b'1.0'
-0.415,0.463,b'1.0'
0.435,0.397,b'1.0'
-0.306,2.28,b'-1.0'
0.569,1.15,b'-1.0'
1.04,-1.17,b'1.0'
-1.28,-1.12,b'1.0'
-1.07,1.3,b'-1.0'
-0.211,-0.637,b'-1.0'
-0.104,-1.15,b'-1.0'
-0.0169,-0.939,b'-1.0'
-1.4,0.247,b'1.0'
-0.897,-0.972,b'-1.0'
-1.68,-0.472,b'1.0'
0.655,1.72,b'1.0'
-0.58,-0.579,b'1.0'
0.688,-0.878,b'1.0'
1.55,-0.00546,b'-1.0'
-2.25,0.167,b'-1.0'
0.252,0.258,b'1.0'
1.54,-0.749,b'-1.0'
-1.5,0.0847,b'1.0'
-0.851,-1.26,b'-1.0'
-0.403,-0.636,b'1.0'
-0.138,-1.03,b'-1.0'
1.94,1.25,b'1.0'
-0.651,1.12,b'-1.0'
-0.562,-1.12,b'-1.0'
1.66,-0.402,b'-1.0'
-1.31,0.239,b'1.0'
-0.0113,-0.78,b'-1.0'
0.0821,-0.398,b'1.0'
-0.639,0.68,b'1.0'
-1.49,-0.221,b'1.0'
-0.006,-0.32,b'1.0'
0.782,-0.139,b'1.0'
-1.33,0.897,b'-1.0'
-1.19,-0.774,b'1.0'
0.127,1.94,b'-1.0'
-1.29,-0.23,b'1.0'
0.76,-1.16,b'1.0'
-0.992,-0.0156,b'1.0'
-0.396,1.21,b'-1.0'
-0.665,-1.04,b'-1.0'
1.24,-1.33,b'1.0'
-0.22,-1.12,b'-1.0'
-1.54,0.562,b'-1.0'
-0.159,-0.12,b'1.0'
1.03,-0.805,b'1.0'
-0.625,1.38,b'-1.0'
-1.79,-0.124,b'1.0'
-0.0656,-1.57,b'-1.0'
1.12,-0.908,b'1.0'
-1.28,-0.259,b'1.0'
-0.309,1.16,b'-1.0'
-0.625,-0.675,b'-1.0'
-0.752,-0.117,b'1.0'
-1.1,0.322,b'1.0'
1.09,1.49,b'1.0'
-0.867,0.214,b'1.0'
0.596,-0.172,b'1.0'
-0.704,0.71,b'-1.0'
0.672,1.57,b'-1.0'
1.38,0.698,b'-1.0'
-1.34,0.54,b'-1.0'
0.429,1.94,b'1.0'
0.381,1.61,b'1.0'
0.129,-0.889,b'-1.0'
-1.01,-0.0908,b'1.0'
-0.651,-0.528,b'1.0'
0.0439,2.03,b'1.0'
-2.37,-0.01,b'-1.0'
-0.553,-0.687,b'1.0'
-1.47,-0.817,b'1.0'
1.36,-0.412,b'-1.0'
1.92,0.0429,b'-1.0'
-0.673,-0.177,b'1.0'
1.32,0.218,b'-1.0'
0.221,0.946,b'1.0'
1.05,0.899,b'-1.0'
0.942,0.248,b'-1.0'
-1.7,-1.79,b'1.0'
0.359,1.52,b'-1.0'
-0.977,0.639,b'1.0'
-1.02,-1.19,b'-1.0'
-0.496,1.41,b'-1.0'
1.45,0.273,b'-1.0'
1.16,-1.1,b'1.0'
-0.878,-1.46,b'-1.0'
0.983,0.203,b'-1.0'
0.167,-0.793,b'1.0'
-1.67,1.1,b'-1.0'
-1.28,-0.471,b'1.0'
1.1,0.74,b'-1.0'
0.435,1.31,b'1.0'
-1.41,-0.357,b'1.0'
-0.00145,-0.7,b'1.0'
1.5,-0.993,b'-1.0'
-0.248,-1.69,b'-1.0'
-0.819,-1.21,b'-1.0'
1.78,0.272,b'-1.0'
-1.04,1.13,b'-1.0'
-0.536,-0.814,b'-1.0'
-0.663,-1.47,b'-1.0'
0.355,-0.222,b'1.0'
0.486,0.991,b'-1.0'
-1.33,-0.12,b'1.0'
0.975,-1.34,b'1.0'
0.431,1.64,b'1.0'
-0.516,-0.92,b'1.0'
0.0479,-1.06,b'-1.0'
-1.04,-1.08,b'-1.0'
-0.767,-1.2,b'-1.0'
0.613,1.35,b'-1.0'
-0.834,-0.258,b'1.0'
0.473,-1.11,b'1.0'
-0.734,1.25,b'-1.0'
2.2,1.14,b'1.0'
-0.443,1.02,b'-1.0'
-0.568,-0.873,b'-1.0'
-0.452,-0.717,b'1.0'
0.14,1.25,b'-1.0'
1.22,0.325,b'-1.0'
2.18,1.13,b'1.0'
1.52,0.315,b'-1.0'
-0.276,-1.19,b'-1.0'
-0.29,0.7,b'1.0'
-1.22,0.177,b'1.0'
0.799,-0.99,b'1.0'
